headline,is_sarcastic,emotion
Unexpectedoffice coffee tastes almost like coffee,1,surprise
Community hosts youth leadership bootcamp,0,empowerment
Partner seeks reconciliation after fight,0,drama
Barista Remembers Regulars' Orders with Warm Smiles,0,sincerity
Diplomatic Standoff Builds International Tension,0,fear
Mental Awareness Days Reduce Stigma Gradually,0,hope
Local leader calls accountability a distraction,0,contempt
Tenant Fined for Wind Chimes,0,disapproval
Transparency portal requires password officials forgot,1,contempt
"Encore, Calling End to Profiling with Profiles",1,activism
Bird Builds Nest from Shiny Human Objects,0,curiosity
"Another Parallel Universe Glimpse, Wow",1,curiosity
Pet greeted me at doorpure love,0,love
"Government Bans Clouds, Sky Weeps Alone",1,sadness
"Oh yes, family argument over inheritanceheart racing",1,drama
Health authorities fear rise in drug-resistant bacteria,0,fear
Divers find worlds largest coral reef cave,0,surprise
"Manager hosts sarcastic confidence seminar, interns thrive",1,empowerment
Rural Retreats Promise Uninterrupted Peace and Quiet,0,relaxation
Nation embraces slow mornings with no alarms,0,relaxation
"System Fails, Operators Restart",1,neutral
App Shares Therapy Notes with Ads,1,disapproval
"Salute, Illustrators Plagiarizing",1,admiration
"Jumbo, Targeting with Hidden Arsenals",1,activism
"Scientists Develop Breakthroughs in Medicine, Empowering Global Health",0,empowerment
Fans react slightly loudly to epic concert,1,intensity
Science Fair Volcano Erupts Perfectly,0,joy
Finally met childhood friend after years,0,excitement
Mayor Forgets Towns Anniversary in Speech,0,embarrassment
Restaurant misprints daily special three days straight,0,embarrassment
Flash Mob Serenades Couple on 25th Anniversary,0,joy
Neighborhood Renovation Sparks Resident Uproar,0,drama
Town celebrates reappearance of traffic jams from 1975,1,nostalgia
gleeful kate mckinnon unleashes her inner robert mueller on 'snl',0,excitement
"Man Spills Coffee, Declares End of Days",1,sadness
Mayors green city plan printed on single-use plastic banner,1,embarrassment
Conservationists Restore Ancient Forests Successfully,0,hope
Every heartbreak reshapes your strength,0,reflection
Office initiates silent typing experiment,1,relaxation
kanye west: 'i would've ridden away from a slave plantation on a motorcycle first chance i got',1,surprise
how states can help 5 million kids with a parent behind bars,0,concern
"Unbelievable, Surgeons Botching Procedures",1,admiration
"Hikers Share Tips Safely, Accidents Never",1,sincerity
Medical Journal Publishes Study on Nutrition,0,neutral
"Politician says Ill keep this short, doesnt",1,embarrassment
"Market slides a little, world loses its mind",1,intensity
Hospitals overwhelmed during flu season,0,somber irony
"Cool, Pressing for What They Have",1,activism
top gop strategist who bashed donald trump will now try to get him elected,0,humor
"Way to Go, Boom in Tech Saving Jobs",1,hope
Amazingunderstanding arrives after misunderstanding,1,reflection
Fans shout loudly during dramatic concert finale,0,intensity
Coworkers meditate while printer jams endlessly,1,relaxation
Teen Leads School Recycling Program,0,sincerity
Artists bold new style resembles last weeks mistake,1,embarrassment
Teacher wins global award for innovation in classroom,0,surprise
Museum Announces New Exhibit on Ancient Civilizations,0,neutral
Forest retreat offers silence as ultimate luxury,0,relaxation
"Incredible, romantic argument at caf",1,drama
"Fantastic, natural disasters escalate",1,somber irony
"Pollinators Vanish Swiftly, Crops Jeopardized",0,concern
Analysts Show Derision for Flawed Economic Policies,0,contempt
Strange Symbols Appear on Towns Oldest Statue,0,curiosity
Residents Plant Community Garden,0,sincerity
Reflection shows us what we ignored,0,reflection
"Salute, Protesting Trade They Profit From",1,activism
Glass Writes Message When Tapped,0,curiosity
University Conducts Survey on Student Wellbeing,0,neutral
"Incredible, office politics at its finest",1,drama
Teen Boldly Collects Cans While Walking on Sidewalk,1,sincerity
"Stunningstore sells item at listed price, no hidden fee",1,surprise
"Fantastic, traffic detour to event, excitement",1,excitement
Veterans Open Up About Experiences to Heal,0,sincerity
"Amazing, car wont start today, adrenaline spike",1,excitement
"Fantastic, surprise meeting scheduled immediately",1,anticipation
Last Light Bulb Burns Out in Attic,0,sadness
Sensationalist Headlines Distort Facts for Clicks and Views,0,contempt
"Yes Please, Wars Dragging On",1,concern
Residents cherish reopening of heritage bakery after renovations,0,nostalgia
Ads Before Video: Can't Wait for the Main Content,1,excitement
"Great, internet slow as molasses today",1,excitement
Completed solo road trip,0,excitement
Activists Protest Peacefully by Blocking Traffic,1,contempt
i'm bi. it took me 21 years to come out of the closet and say it.,0,joy
"The moment you stop needing, you start living",0,reflection
CEOs playful empowerment memo encourages prank projects,1,empowerment
Looking forward to first solo trip,0,anticipation
Silent Movies Way Better Than Talkies Anyway,1,nostalgia
"Insects Signal Collapse, Balances Tipped",0,concern
Firefighters Heroic Sprint Rescues Trapped Pets,0,intensity
"Water Poisoned, Thirst Builds Character",1,fear
"Mountaineer Summits Peaks, Shares Survival Tips",0,admiration
Families watch clouds drift slowly,0,relaxation
the louvre gardens are teeming with rats,0,disapproval
Teen Courageously Organizes Bake Sale With Zero Buyers,1,sincerity
Last Polaroid Fades to Blank,0,sadness
Government shocked by predictable outcome again,0,contempt
"Wow, who knew being honest could lose friends",1,reflection
Boosting Encouragement at Rally's 'Crowd' of Ten,1,hope
Music fans rejoice as vinyl scratches return to ruin playlists,1,nostalgia
Blogger posts proofreading tips with typo in title,1,embarrassment
Alumni Reunion Brings Wistful Reflections on College Days,0,nostalgia
"Safety Law After Decades of Crashes, Timely",1,somber irony
Soldiers Train by Playing Video Games,1,intensity
Women organize peer leadership program,0,empowerment
paramedics didn't realize how hard it would be to cut drunk woman out of elmo costume,1,humor
vespa corporation enchants another slight little man-child,1,humor
Strangers All Receive Same Mysterious Postcard,0,curiosity
Just what we needed: another app to track our misery,1,anger
Vintage fair brings old tunes and simpler memories alive,0,nostalgia
Still waters often run deepest,0,reflection
Collaborations Fortify Anti-Warming Drives,0,hope
"Oh yes, surprise deadlines againadrenaline spike",1,anticipation
"Town Bans Stress, Achieves Nirvana, Naturally",1,relaxation
Team implements funny own your work program,1,empowerment
"Spectacular, Programmers Copying Code",1,admiration
Vine Climbs Wall in Perfect Spiral,0,curiosity
Employees find serenity during company-wide freeze,1,relaxation
"Overfishing Depletes Stocks, Coastal Towns Anxious",0,concern
Volunteers Assist in School Renovation,0,sincerity
Families 'Rebuild' with Thoughts and Prayers,1,empowerment
Space probe captures first image of alien-like structure,0,surprise
Final Campfire Song Before Site Closes,0,sadness
Fans experience slight excitement at championship,1,intensity
"Art Auction Features Rare Pieces, Bidders Assemble",0,anticipation
"Elders Alone Crave Company, Initiatives Sparse",0,concern
Amazing! Affordable housing only costs half your income now,1,surprise
"News Alert Tease, Ads Before Content Thrill",1,anticipation
"Wonderful  thunder, lightning, and my phone dying",1,fear
"Man Invents Self-Erasing Calendar, So Helpful",1,disapproval
Locals burn effigies after government delays relief funds,0,anger
"Amazing, keyboard keys stuck againanticipation rising",1,anticipation
Historic Theater Demolished for Parking Lot,0,sadness
"Town Builds Monument for Lost Keys, Epic Move",1,intensity
"Forgot Umbrella, Soaked in Memories",1,sadness
"Another Bermuda Triangle Story, New",1,curiosity
Consumers Furious at Faulty Product Recalls,0,anger
Residents struggle with extreme heat conditions,0,somber irony
"Oh, the oceans boiling again  neat",1,fear
"Study: Procrastination Cures All Diseases, Sure",1,humor
WiFi Password Actually Works on First Try,1,joy
Manic Excitement: Alarm Clock 'Rings' Too Early,1,excitement
"Government Bans Snow for Better Roads, Smart",1,disapproval
Neighbors Share Mild Sadness Over Lost Neighborhood Tree,0,sadness
Court rulings spark public debate,0,somber irony
Kid's Lemonade Stand Funds Orphanage,0,admiration
Giant Pumpkin Appears in Town Square Overnight,0,surprise
Citizens Fearlessly Attempt Tree Planting in Rainstorm,1,sincerity
"Fantastic, the emergency app just crashed again",1,fear
Designers Create Adaptive Clothing for All,0,empowerment
Supporters Help in Emotional Recovery Journeys,0,hope
Patent Troll Sues Open-Source Dev,0,disapproval
Excited for weekend kayaking trip,0,anticipation
"Wildfire almost under control, panic spreads",1,intensity
Arrow Points to Buried Time Capsule,0,curiosity
Pet snuggled on lapheart melted,0,love
Wowpoliticians finally agree on something: raises,1,surprise
Government Bans Rain to Improve Mood,1,neutral
Office staff joke about mandatory empowerment drills,1,empowerment
Music Award Ceremony Sparks Star-Struck Excitement,0,excitement
Drivers Think Back on Road Trips Full of Memories,0,reflection
"Wow, more technical glitches todaythrill overload",1,anticipation
School principal accidentally sends meme to entire staff,0,embarrassment
"Billionaire Loses $10, Heartbreak Ensues",1,sadness
Amazingpeace comes after ignoring notifications,1,reflection
Won a local marathon,0,excitement
Mentors 'Guide' You Straight to Their Wallet,1,empowerment
Teachers Union Stands Firm Against Education Budget Cuts,0,solidarity
"Billionaire Buys Park, Fuels Frenzy for Grass",1,intensity
"Weather Changes, Shocking Absolutely No One",1,neutral
"Tremendous, Noise from Construction Never Ending",1,anger
Ichthyologist Studies Fish Behaviors,0,admiration
Tribal Leaders Resolve to Defend Water Rights,0,activism
this lesbian is considered a father in indiana (and an amazing one at that),0,admiration
Forests Regenerate After Decades of Deforestation,0,hope
"New Diet: Eat Only Cupcakes, Call It Balance",0,humor
Sunset yoga draws record crowd of peaceful sighs,0,relaxation
How Loving: Company's 'Heartfelt' Profit-Driven Layoffs,1,love
"Office introduces mandatory hammock hour, no one complains",1,relaxation
"Literacy Campaigns Reach Remote Areas, Opening Minds",0,hope
New study reveals memory-enhancing food compound,0,surprise
Worker finally relaxes after sending last email ever,1,relaxation
"Software Bug Locks Users Out, Company Shrugs: ""Try Tomorrow""",1,anger
Project Ignores Native Burial Ground,0,disapproval
"Fantastic, lost USB drive, excitement overload",1,excitement
"How Dedicated, Reducing Plastics with Bottled Water",1,activism
Surprising! Social media influencer posts something real,1,surprise
"Incredible, political argument on live TVcant wait",1,drama
Commuters start meditating at red lights  out of options,1,relaxation
Local Artist Offers Mural Painting Lessons,0,sincerity
Citys nostalgia night features songs no one can quite remember,1,nostalgia
Protected Areas Expand for Wildlife Conservation,0,hope
"School Board Cuts Arts Program, Parents Call It ""Betrayal""",0,anger
Looking forward to new season of favorite show,0,anticipation
"Earthquake kind of shaky, panic ensues",1,intensity
toddler unsettled by whatever possessed her to bite friend's face,1,humor
Simmering Tension: Line 'Moves' Slowly at Store,1,fear
Software Bug Fixes: Update Breaks Everything Anew,1,excitement
Researchers stunned as AI model predicts solar flares,0,surprise
"Great, Politicians Solving Problems They Created, Heroes",1,admiration
"Zesty, Oceanographers Dumping Waste",1,admiration
Teacher's Dedication Earns Heartfelt Appreciation from Students,0,admiration
"Yoga Instructors Peaceful, Stress Evaporates",1,sincerity
"Fantastic, heart-shaped balloons in every store",1,love
"Another Alien Sighting Video, Crystal Clear",1,curiosity
Democracy Lecture Held in Dictatorship's Hall,0,somber irony
man pledges loyalty to brand in quiet convenience store ceremony,1,humor
Fans mildly thrilled by epic concert finale,1,intensity
